RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,BalanceSalaryRatio,TenureByAge,CreditScoreGivenAge
2166,15585041,Ainsworth,511,France,Male,33,7,0.0,2,0,1,158313.87,0,0.0,0.21212121212121213,15.484848484848484
2167,15780650,Biryukov,667,France,Male,40,9,0.0,1,1,1,96670.2,0,0.0,0.225,16.675
2168,15780846,Redding,787,France,Male,33,1,126588.81,2,0,1,62163.53,0,2.03638387330964,0.030303030303030304,23.848484848484848
2169,15805260,Wood,705,Germany,Female,56,2,143249.67,1,1,0,88428.41,1,1.619950760168593,0.03571428571428571,12.589285714285714
2170,15621629,Scott,773,Germany,Male,43,8,81844.91,2,1,1,35908.46,0,2.279265387599468,0.18604651162790697,17.976744186046513
2171,15662151,Gould,554,France,Male,40,4,0.0,1,0,1,168780.04,0,0.0,0.1,13.85
2172,15747174,Hao,526,Germany,Male,58,9,190298.89,2,1,1,191263.76,0,0.9949552910598433,0.15517241379310345,9.068965517241379
2173,15651585,Power,661,Germany,Male,35,2,117212.18,1,1,1,83052.03,0,1.4113102352826294,0.05714285714285714,18.885714285714286
2174,15649738,White,698,France,Female,46,0,0.0,2,1,1,125962.02,0,0.0,0.0,15.173913043478262
2175,15633108,Thorpe,646,France,Male,26,4,139848.17,1,1,0,164696.27,0,0.8491277307008837,0.15384615384615385,24.846153846153847
2176,15769254,Tuan,757,Germany,Female,34,9,101861.36,2,0,0,187011.96,0,0.5446783189695461,0.2647058823529412,22.264705882352942
2177,15704746,Inman,699,Spain,Male,35,2,167455.66,2,1,1,55324.49,0,3.026790847959014,0.05714285714285714,19.97142857142857
2178,15637644,Hanson,667,France,Female,24,4,0.0,2,0,1,34335.55,0,0.0,0.16666666666666666,27.791666666666668
2179,15609562,MacDonald,774,Spain,Female,43,1,116360.07,1,1,0,17004.14,0,6.84304351763747,0.023255813953488372,18.0
2180,15787459,Parkes,745,Spain,Male,40,3,88466.82,1,0,0,116331.42,0,0.7604722782546625,0.075,18.625
2181,15762902,Stanley,649,France,Female,42,7,0.0,2,0,1,22974.01,0,0.0,0.16666666666666666,15.452380952380953
2182,15738605,Fischer,634,Germany,Female,46,5,123642.36,1,1,1,49725.16,1,2.486515076070142,0.10869565217391304,13.782608695652174
2183,15724889,Chinweuba,665,Spain,Male,38,9,0.0,1,0,1,87412.74,0,0.0,0.23684210526315788,17.5
2184,15730735,Henning,713,France,Male,38,9,72286.84,2,1,1,26136.89,0,2.765701657695311,0.23684210526315788,18.763157894736842
2185,15689147,Ogochukwu,652,France,Female,40,1,0.0,2,1,0,126554.96,0,0.0,0.025,16.3
2186,15730397,Narelle,739,Spain,Male,40,1,109681.61,1,1,1,193321.3,0,0.567353985308396,0.025,18.475
2187,15762169,Bergman,556,Germany,Male,37,9,145018.64,2,1,0,90928.02,1,1.5948729555531949,0.24324324324324326,15.027027027027026
2188,15589320,Sagese,699,Spain,Male,34,8,0.0,1,1,1,76510.46,0,0.0,0.23529411764705882,20.558823529411764
2189,15799211,Anenechi,708,Spain,Female,32,8,187487.63,1,1,1,120115.5,0,1.560894555656847,0.25,22.125
2190,15798310,Palerma,480,France,Male,35,2,165692.91,1,1,1,197984.58,0,0.8368980553940111,0.05714285714285714,13.714285714285714
2191,15609998,Okwudilichukwu,700,Germany,Female,59,5,137648.41,1,1,0,142977.05,1,0.9627308019014241,0.0847457627118644,11.864406779661017
2192,15583548,Harrison,525,Spain,Female,47,6,118560.0,1,1,0,82522.61,1,1.436697166994597,0.1276595744680851,11.170212765957446
2193,15761763,Jamieson,845,France,Male,33,8,164385.53,1,1,0,150664.97,0,1.0910666892244427,0.24242424242424243,25.606060606060606
2194,15764409,Goodman,613,France,Male,37,9,108286.5,1,1,1,114153.44,0,0.9486047901841591,0.24324324324324326,16.56756756756757
2195,15710161,Ko,850,France,Female,34,2,0.0,2,1,1,171706.66,0,0.0,0.058823529411764705,25.0
2196,15735246,Norman,798,Spain,Female,58,9,0.0,2,0,0,119071.56,1,0.0,0.15517241379310345,13.758620689655173
2197,15791700,Ugochukwutubelum,773,Germany,Male,47,2,118079.47,4,1,1,143007.49,1,0.8256873119023347,0.0425531914893617,16.4468085106383
2198,15670753,Uvarova,614,Spain,Male,35,2,127283.78,1,1,1,31302.35,0,4.066269145926744,0.05714285714285714,17.542857142857144
2199,15573876,Chia,473,Spain,Male,48,8,0.0,2,1,0,71139.8,0,0.0,0.16666666666666666,9.854166666666666
2200,15770174,Piazza,762,France,Male,29,6,141389.06,1,1,0,54122.89,0,2.6123708471591227,0.20689655172413793,26.275862068965516
2201,15641114,Power,701,France,Male,37,8,130091.5,1,1,1,120031.29,0,1.083813229033863,0.21621621621621623,18.945945945945947
2202,15682435,P'eng,600,France,Male,35,4,143744.77,2,1,0,104076.51,0,1.3811451786767255,0.11428571428571428,17.142857142857142
2203,15751788,Johnson,850,Spain,Male,28,9,97408.03,1,1,1,175853.64,0,0.5539153468759589,0.32142857142857145,30.357142857142858
2204,15672598,Walker,613,Spain,Male,30,9,111927.45,1,1,1,175795.87,0,0.636689872179591,0.3,20.433333333333334
2205,15762803,Innes,509,France,Male,31,3,0.0,2,1,0,15360.91,0,0.0,0.0967741935483871,16.419354838709676
2206,15812982,Francis,509,Spain,Male,38,2,0.0,1,0,0,168460.12,0,0.0,0.05263157894736842,13.394736842105264
2207,15597901,Chidozie,609,France,Male,34,1,0.0,1,1,1,181177.9,0,0.0,0.029411764705882353,17.91176470588235
2208,15731507,Mackenzie,456,France,Female,33,1,188285.68,1,0,0,58363.94,0,3.2260618457218615,0.030303030303030304,13.818181818181818
2209,15809826,Craigie,728,France,Female,46,2,109705.52,1,1,0,20276.87,1,5.410377439910598,0.043478260869565216,15.826086956521738
2210,15764237,Manfrin,663,Spain,Male,33,9,0.0,2,0,0,91514.62,0,0.0,0.2727272727272727,20.09090909090909
2211,15769917,Onyekachi,673,Germany,Female,34,1,127122.79,3,0,1,76703.1,0,1.6573357530530055,0.029411764705882353,19.794117647058822
2212,15641850,Pethard,717,France,Male,40,0,98241.04,1,1,0,110887.14,0,0.8859552153658214,0.0,17.925
2213,15770974,Nwabugwu,741,Germany,Female,37,8,170840.08,2,0,0,109843.16,0,1.5553092245343267,0.21621621621621623,20.027027027027028
2214,15803749,DeRose,498,Germany,Female,41,4,87541.06,2,1,1,12577.21,1,6.960292465499106,0.0975609756097561,12.146341463414634
2215,15684999,Ch'eng,850,France,Female,26,4,62610.96,2,0,1,179365.1,0,0.3490699138238152,0.15384615384615385,32.69230769230769
2216,15770225,Padovesi,493,France,Male,36,9,0.0,2,1,1,65816.53,0,0.0,0.25,13.694444444444445
2217,15627484,Obielumani,686,France,Female,47,5,113328.93,1,1,0,124170.9,0,0.9126850977161316,0.10638297872340426,14.595744680851064
2218,15610337,Stephens,666,Spain,Male,35,2,104832.49,1,1,0,175015.12,0,0.5989910471735242,0.05714285714285714,19.02857142857143
2219,15752488,Emery,733,Spain,Female,31,9,102289.85,1,1,1,115441.66,0,0.8860739701767976,0.2903225806451613,23.64516129032258
2220,15610056,Dufresne,631,Germany,Female,34,6,125227.82,2,0,1,128247.03,0,0.9764578563729702,0.17647058823529413,18.558823529411764
2221,15806049,Lee,714,Germany,Female,49,5,140510.89,1,1,0,141914.94,0,0.9901063975364399,0.10204081632653061,14.571428571428571
2222,15736069,Hsing,767,Germany,Female,35,6,132253.22,1,1,0,115566.57,1,1.1443899390628276,0.17142857142857143,21.914285714285715
2223,15763662,Longo,711,Germany,Male,43,2,39043.29,2,1,1,175423.69,0,0.2225656637367507,0.046511627906976744,16.53488372093023
2224,15615575,Vial,722,France,Male,34,8,0.0,2,1,1,133447.49,0,0.0,0.23529411764705882,21.235294117647058
2225,15691723,Chukwudi,631,Spain,Male,55,9,99685.06,1,1,0,114474.98,0,0.8708021613107074,0.16363636363636364,11.472727272727273
2226,15774098,Grant,701,Germany,Male,38,3,125385.49,2,0,1,52044.66,0,2.409190299254525,0.07894736842105263,18.44736842105263
2227,15750808,Ma,790,Spain,Male,46,2,131365.37,2,1,1,180290.68,0,0.7286309530808803,0.043478260869565216,17.17391304347826
2228,15744368,Sun,633,Spain,Male,58,6,98308.51,1,1,1,132034.13,0,0.7445689232019024,0.10344827586206896,10.913793103448276
2229,15610594,Moss,644,France,Female,37,8,0.0,2,1,0,20968.88,0,0.0,0.21621621621621623,17.405405405405407
2230,15756125,Booth,757,Spain,Male,44,5,140856.16,2,1,0,158735.1,0,0.887366184290683,0.11363636363636363,17.204545454545453
2231,15623277,Ross,696,France,Female,30,8,0.0,2,1,1,196134.44,0,0.0,0.26666666666666666,23.2
2232,15795954,Ndukaku,746,France,Male,35,2,172274.01,1,1,0,22374.97,0,7.699407418199891,0.05714285714285714,21.314285714285713
2233,15671969,Pruneda,649,Spain,Male,36,8,0.0,2,1,0,161668.15,0,0.0,0.2222222222222222,18.02777777777778
2234,15791268,Neumann,565,Spain,Male,38,0,122447.76,1,0,0,67339.34,0,1.8183688762022319,0.0,14.868421052631579
2235,15713655,Calabrese,720,France,Female,38,10,0.0,2,1,1,56229.72,1,0.0,0.2631578947368421,18.94736842105263
2236,15633930,Yobachukwu,648,Spain,Female,56,6,157559.59,2,1,0,140991.23,1,1.1175134084581004,0.10714285714285714,11.571428571428571
2237,15712849,Tung,632,Germany,Male,41,3,126550.7,1,0,0,177644.52,1,0.7123816709910331,0.07317073170731707,15.414634146341463
2238,15639077,Marchesi,622,France,Female,30,2,158584.82,3,1,0,142342.55,1,1.1141069202427525,0.06666666666666667,20.733333333333334
2239,15808784,Hess,835,France,Male,28,2,163569.61,2,1,1,154559.28,0,1.0582969201202281,0.07142857142857142,29.821428571428573
2240,15648577,Pickering,493,France,Female,31,3,0.0,1,1,1,176570.28,1,0.0,0.0967741935483871,15.903225806451612
2241,15670345,Mazzi,785,Germany,Female,33,6,127211.45,1,0,0,191961.83,0,0.6626913798435866,0.18181818181818182,23.78787878787879
2242,15633112,Madukaego,681,Germany,Male,42,3,118199.97,2,1,0,9452.88,1,12.504122553126667,0.07142857142857142,16.214285714285715
2243,15714397,Trentino,621,Germany,Female,30,2,101014.08,2,1,1,165257.31,0,0.6112533236805077,0.06666666666666667,20.7
2244,15780038,Paterson,756,Spain,Male,38,6,119208.85,1,1,0,169763.89,1,0.7022038078887094,0.15789473684210525,19.894736842105264
2245,15756305,Marchesi,515,France,Female,66,6,0.0,2,1,1,160663.11,0,0.0,0.09090909090909091,7.803030303030303
2246,15578799,Anayolisa,625,France,Female,58,10,53772.73,1,1,1,192072.1,1,0.27996117083116184,0.1724137931034483,10.775862068965518
2247,15800326,Poole,717,Spain,Female,39,6,0.0,2,1,0,93275.61,0,0.0,0.15384615384615385,18.384615384615383
2248,15785485,Zhou,595,Germany,Female,41,2,138878.81,1,0,1,112269.67,0,1.237010939820167,0.04878048780487805,14.512195121951219
2249,15783958,Bates,539,Spain,Female,37,1,130922.81,2,0,0,2186.83,0,59.86876437583168,0.02702702702702703,14.567567567567568
2250,15727546,Olejuru,762,France,Male,35,9,0.0,2,1,1,43075.7,0,0.0,0.2571428571428571,21.771428571428572
2251,15739576,Bustard,706,Spain,Male,20,8,0.0,2,1,1,12368.11,0,0.0,0.4,35.3
2252,15631333,Wade,677,Spain,Female,25,8,130866.19,1,1,0,42410.21,0,3.0857236971946143,0.32,27.08
2253,15604782,Tan,733,Germany,Female,33,7,187257.94,1,0,1,190430.81,0,0.983338462930447,0.21212121212121213,22.21212121212121
2254,15589643,Ngozichukwuka,684,Spain,Female,41,7,0.0,1,1,1,138394.37,0,0.0,0.17073170731707318,16.682926829268293
2255,15585533,Calabrese,679,France,Male,36,6,147733.64,1,0,1,172501.38,0,0.8564200471903471,0.16666666666666666,18.86111111111111
2256,15681506,Lane,478,Spain,Male,43,1,0.0,2,1,1,197916.43,0,0.0,0.023255813953488372,11.116279069767442
2257,15630551,Forbes,696,France,Male,33,2,163139.27,1,1,1,7035.36,0,23.18847507448091,0.06060606060606061,21.09090909090909
2258,15698349,Davy,686,Spain,Female,35,4,0.0,2,1,1,159676.55,0,0.0,0.11428571428571428,19.6
2259,15776631,Ma,466,France,Female,36,5,119540.15,1,0,1,80603.99,0,1.4830549951683532,0.1388888888888889,12.944444444444445
2260,15762216,Barrera,686,France,Female,41,4,129553.76,2,1,0,187599.8,0,0.6905858108590734,0.0975609756097561,16.73170731707317
2261,15623927,Alexander,576,France,Male,55,9,0.0,2,1,1,94450.97,0,0.0,0.16363636363636364,10.472727272727273
2262,15681402,Ngozichukwuka,763,Germany,Female,61,1,66101.89,1,1,1,143981.27,0,0.4591006177400714,0.01639344262295082,12.508196721311476
2263,15586264,Murray,572,France,Male,43,2,140431.98,1,1,0,26450.57,1,5.309223203885588,0.046511627906976744,13.30232558139535
2264,15594685,Hall,757,France,Female,49,2,0.0,2,0,0,164482.92,0,0.0,0.04081632653061224,15.448979591836734
2265,15812945,Padovesi,582,France,Female,29,0,0.0,1,1,1,84012.81,0,0.0,0.0,20.06896551724138
2266,15734628,Lysaght,623,France,Female,35,5,0.0,2,1,0,101192.08,0,0.0,0.14285714285714285,17.8
2267,15629323,Kelechi,617,Germany,Female,37,4,116471.43,2,1,0,175324.74,1,0.6643182816070339,0.10810810810810811,16.675675675675677
2268,15666823,Nebechi,425,France,Male,39,4,0.0,2,1,0,197226.32,0,0.0,0.10256410256410256,10.897435897435898
2269,15777553,Hanson,659,France,Female,56,9,123785.24,1,1,0,99504.03,1,1.244022377787111,0.16071428571428573,11.767857142857142
2270,15613097,Kao,605,France,Female,33,4,0.0,2,0,1,83700.66,0,0.0,0.12121212121212122,18.333333333333332
2271,15622217,Tu,538,France,Female,38,8,88758.95,2,0,0,28226.15,1,3.1445645261574815,0.21052631578947367,14.157894736842104
2272,15703588,Palerma,665,Germany,Male,25,5,153611.83,2,1,0,35321.65,0,4.348942645657832,0.2,26.6
2273,15570835,Fallaci,491,Germany,Female,57,4,112044.72,1,1,1,41229.73,1,2.7175710342997634,0.07017543859649122,8.614035087719298
2274,15679299,Shen,726,Spain,Female,27,7,123826.07,1,0,1,78970.58,0,1.568002539679967,0.25925925925925924,26.88888888888889
2275,15808044,Ts'ui,580,France,Female,65,9,106804.26,3,1,0,107890.69,1,0.9899302710919727,0.13846153846153847,8.923076923076923
2276,15579208,Chikezie,550,France,Female,48,6,0.0,2,1,1,191870.28,0,0.0,0.125,11.458333333333334
2277,15684951,He,542,France,Female,59,2,68892.77,2,1,0,7905.06,1,8.71502177086575,0.03389830508474576,9.186440677966102
2278,15667620,Dreyer,732,France,Female,43,6,0.0,2,1,0,65731.53,0,0.0,0.13953488372093023,17.023255813953487
2279,15582960,Short,473,France,Female,33,5,125827.43,1,0,1,145698.73,0,0.8636137734350875,0.15151515151515152,14.333333333333334
2280,15590730,Hunt,745,Spain,Male,34,9,0.0,2,1,0,50046.25,0,0.0,0.2647058823529412,21.91176470588235
2281,15763747,Ricci,732,France,Male,36,7,0.0,2,1,1,60830.24,0,0.0,0.19444444444444445,20.333333333333332
2282,15778320,Teng,848,Germany,Female,40,5,148495.64,1,0,0,158853.98,0,0.9347933240325487,0.125,21.2
2283,15642787,Ijendu,572,France,Male,37,1,133043.66,1,0,0,111243.09,0,1.1959723520804753,0.02702702702702703,15.45945945945946
2284,15624633,Kibby,702,France,Male,45,9,74989.58,1,1,1,171014.69,0,0.43849788576642157,0.2,15.6
2285,15766765,Obiuto,664,Germany,Male,39,7,60263.23,1,1,0,170835.32,0,0.35275626843441976,0.1794871794871795,17.025641025641026
2286,15783615,Ramos,630,Germany,Male,50,3,129370.91,4,1,1,47775.34,1,2.7079013985039144,0.06,12.6
2287,15640161,Calabrese,618,Germany,Male,44,5,157955.83,2,0,0,139297.71,0,1.133944197646896,0.11363636363636363,14.045454545454545
2288,15619889,Vasin,556,France,Male,26,4,0.0,1,1,0,195167.38,0,0.0,0.15384615384615385,21.384615384615383
2289,15579166,Munro,619,France,Female,30,7,70729.17,1,1,1,160948.87,0,0.439451174773703,0.23333333333333334,20.633333333333333
2290,15789097,Keeley,644,France,Male,48,8,0.0,2,0,1,44965.54,1,0.0,0.16666666666666666,13.416666666666666
2291,15674880,Archer,658,Spain,Male,50,2,0.0,2,1,0,52137.73,0,0.0,0.04,13.16
2292,15778157,Murray,598,Spain,Male,27,8,90721.52,2,1,0,109296.18,0,0.8300520658636011,0.2962962962962963,22.14814814814815
2293,15779064,Chidiegwu,677,France,Male,27,2,0.0,2,1,1,20092.89,0,0.0,0.07407407407407407,25.074074074074073
2294,15801265,Tang,689,Spain,Female,45,0,57784.22,1,1,0,197804.0,1,0.2921286728276476,0.0,15.311111111111112
2295,15589204,Farrar,591,France,Male,33,9,131765.72,1,1,0,118782.06,0,1.1093065737368084,0.2727272727272727,17.90909090909091
2296,15664543,Shaw,699,France,Male,40,7,0.0,1,0,1,152876.13,1,0.0,0.175,17.475
2297,15582714,Napolitani,749,Germany,Male,47,9,110022.74,1,0,1,135655.29,1,0.8110464398402746,0.19148936170212766,15.936170212765957
2298,15797595,Greenhalgh,709,France,Female,40,9,131569.63,1,1,1,103970.58,0,1.2654505726523793,0.225,17.725
2299,15614034,Martin,607,Germany,Male,61,2,164523.5,2,1,1,35786.76,0,4.597328732749206,0.03278688524590164,9.950819672131148
2300,15763171,Hu,650,Germany,Female,25,2,114330.95,1,1,1,25325.07,0,4.514536386276523,0.08,26.0
2301,15647266,Y?an,651,Spain,Female,45,10,135923.16,1,1,0,18732.84,0,7.255875777511578,0.2222222222222222,14.466666666666667
2302,15757577,Odili,676,France,Female,61,8,0.0,2,1,1,118522.73,0,0.0,0.13114754098360656,11.081967213114755
2303,15736656,H?,723,France,Female,49,4,0.0,2,0,1,89972.25,0,0.0,0.08163265306122448,14.755102040816327
2304,15635078,Chiemela,714,Spain,Male,45,0,124693.48,1,0,1,187194.15,0,0.666118465774705,0.0,15.866666666666667
2305,15680141,Yuan,759,Spain,Female,35,7,147936.42,1,1,1,106785.7,0,1.3853579645963834,0.2,21.685714285714287
2306,15576945,Clements,582,France,Male,29,0,0.0,1,1,0,142516.35,0,0.0,0.0,20.06896551724138
2307,15602034,Kolesnikov,697,France,Female,34,2,126558.92,1,1,0,73334.43,0,1.7257776463251984,0.058823529411764705,20.5
2308,15732020,Rutherford,610,Germany,Male,57,6,106938.11,2,0,1,186612.47,0,0.5730491108123696,0.10526315789473684,10.701754385964913
2309,15611029,Hsiung,488,Germany,Female,33,4,140002.35,1,1,0,123613.81,0,1.1325785525096266,0.12121212121212122,14.787878787878787
2310,15621210,Angelo,599,Germany,Male,46,9,123444.72,1,1,1,31368.08,1,3.9353610421804586,0.1956521739130435,13.021739130434783
2311,15569222,Mendes,781,France,Male,32,6,147107.91,1,1,1,40066.95,0,3.6715524890215008,0.1875,24.40625
2312,15664639,McGregor,645,France,Male,19,9,128514.84,1,0,0,175969.19,0,0.7303258030567737,0.47368421052631576,33.94736842105263
2313,15724223,Bronner,545,France,Female,55,5,0.0,1,0,0,10034.77,1,0.0,0.09090909090909091,9.909090909090908
2314,15644621,Mironova,597,Germany,Female,40,9,106756.01,2,1,0,151167.94,0,0.7062080094496227,0.225,14.925
2315,15756056,Ku,561,Spain,Female,28,3,0.0,2,1,0,191387.76,0,0.0,0.10714285714285714,20.035714285714285
2316,15700353,Evans,662,France,Female,37,6,0.0,2,1,0,51229.17,0,0.0,0.16216216216216217,17.89189189189189
2317,15624388,Henderson,649,Germany,Female,50,5,155393.32,1,1,1,87351.42,1,1.7789444063988886,0.1,12.98
2318,15627212,Smith,630,France,Female,36,2,110414.48,1,1,1,48984.95,0,2.254049049759161,0.05555555555555555,17.5
2319,15648005,Russell,672,Spain,Male,33,2,0.0,2,1,1,182738.0,0,0.0,0.06060606060606061,20.363636363636363
2320,15681446,Sun,636,Germany,Female,37,9,157098.52,1,1,1,153535.27,0,1.0232080224954174,0.24324324324324326,17.18918918918919
2321,15775888,McDonald,593,Germany,Female,38,5,85626.6,1,1,1,125079.65,0,0.684576587798255,0.13157894736842105,15.605263157894736
2322,15749019,Wong,545,Germany,Male,45,6,93796.42,2,1,1,162321.26,0,0.5778443316667207,0.13333333333333333,12.11111111111111
2323,15709928,Niu,567,Spain,Female,41,1,0.0,2,1,0,3414.72,0,0.0,0.024390243902439025,13.829268292682928
2324,15784676,Fanucci,583,France,Male,51,6,125268.03,2,1,0,165082.25,0,0.7588219205880705,0.11764705882352941,11.431372549019608
2325,15748116,Zetticci,681,France,Female,29,2,148143.84,1,1,1,52021.39,0,2.847748589570559,0.06896551724137931,23.482758620689655
2326,15612193,Hsia,762,Spain,Male,29,10,115545.33,2,1,0,148256.43,0,0.7793613403479364,0.3448275862068966,26.275862068965516
2327,15762984,McIntosh,648,Spain,Male,35,7,0.0,2,0,0,122899.01,0,0.0,0.2,18.514285714285716
2328,15613713,Kozlova,644,France,Male,30,5,44928.88,1,1,1,10771.46,0,4.17110401004135,0.16666666666666666,21.466666666666665
2329,15664204,Meany,706,Spain,Male,29,2,0.0,2,1,1,18255.51,0,0.0,0.06896551724137931,24.344827586206897
2330,15639415,Thompson,850,France,Male,35,3,162442.35,1,1,0,183566.78,0,0.8849223699407922,0.08571428571428572,24.285714285714285
2331,15806332,Le Gallienne,484,Spain,Female,39,5,0.0,2,1,1,175224.12,0,0.0,0.1282051282051282,12.41025641025641
2332,15614929,Cheng,508,Germany,Male,28,0,96213.82,2,1,0,147913.56,0,0.650473289940422,0.0,18.142857142857142
2333,15695492,P'eng,439,France,Female,29,6,156569.43,1,1,0,180598.66,0,0.8669467979441264,0.20689655172413793,15.137931034482758
2334,15635972,Lloyd,484,Spain,Male,36,8,0.0,2,1,0,186136.48,0,0.0,0.2222222222222222,13.444444444444445
2335,15616380,Wheeler,803,Spain,Female,37,1,0.0,2,0,0,7455.2,0,0.0,0.02702702702702703,21.7027027027027
2336,15581440,Christie,724,Germany,Female,48,6,110463.25,2,1,1,80552.11,1,1.371326585982664,0.125,15.083333333333334
2337,15654390,He,640,France,Male,33,7,154575.76,1,1,0,25722.28,1,6.009411296354756,0.21212121212121213,19.393939393939394
2338,15660688,King,701,Spain,Female,35,9,0.0,2,0,0,170996.86,0,0.0,0.2571428571428571,20.02857142857143
2339,15806307,Favors,537,France,Male,37,3,0.0,2,1,1,20603.32,0,0.0,0.08108108108108109,14.513513513513514
2340,15647975,Vida,651,Germany,Male,26,5,147037.32,1,0,0,141763.26,0,1.037203292305778,0.19230769230769232,25.03846153846154
2341,15595728,Thomas,523,Germany,Male,41,0,119276.31,1,0,0,122284.38,1,0.9754010283243043,0.0,12.75609756097561
2342,15735388,Wayn,717,France,Female,25,7,108664.85,2,1,0,190011.85,0,0.5718845956186417,0.28,28.68
2343,15788535,Tan,593,Spain,Male,44,5,0.0,1,1,0,128046.98,0,0.0,0.11363636363636363,13.477272727272727
2344,15765902,Gibson,706,Germany,Male,38,5,163034.82,2,1,1,135662.17,0,1.2017706925961746,0.13157894736842105,18.57894736842105
2345,15642345,Y?,714,Germany,Female,49,4,93059.34,1,1,0,7571.51,1,12.290724043156516,0.08163265306122448,14.571428571428571
2346,15641250,Calabresi,794,Spain,Male,38,9,179581.31,1,1,0,23596.24,0,7.610590077063125,0.23684210526315788,20.894736842105264
2347,15706163,Enyinnaya,518,Germany,Male,46,4,113625.93,1,0,0,92727.42,1,1.2253757302856048,0.08695652173913043,11.26086956521739
2348,15746708,Ritchie,589,Germany,Male,55,7,119961.48,1,1,0,65156.83,1,1.841119035410409,0.12727272727272726,10.709090909090909
2349,15775203,Chia,824,France,Male,45,3,129209.48,1,0,0,60151.77,0,2.148057821074924,0.06666666666666667,18.31111111111111
2350,15787907,Wang,719,Germany,Female,42,5,137227.04,3,1,0,149097.38,1,0.9203853213248953,0.11904761904761904,17.11904761904762
2351,15646764,Lorenzo,617,Germany,Female,58,3,119024.75,2,1,0,35199.24,1,3.3814579519330534,0.05172413793103448,10.637931034482758
2352,15678284,Pai,651,France,Male,35,7,74623.5,3,1,0,129451.29,1,0.5764600723561736,0.2,18.6
2353,15726791,Nuttall,637,Spain,Female,45,2,157929.45,1,1,1,145134.49,1,1.0881593341458673,0.044444444444444446,14.155555555555555
2354,15813144,Osborne,554,France,Female,26,7,92606.86,2,1,0,192709.69,0,0.48055113367677565,0.2692307692307692,21.307692307692307
2355,15669342,Ferri,731,Germany,Male,35,2,127862.93,2,1,0,139083.7,0,0.9193236159233611,0.05714285714285714,20.885714285714286
2356,15710366,Hamilton,569,Spain,Female,42,1,0.0,1,1,1,83629.6,1,0.0,0.023809523809523808,13.547619047619047
2357,15614934,McEwan,625,Germany,Female,37,4,142711.81,1,1,0,35625.41,0,4.00589944087661,0.10810810810810811,16.89189189189189
2358,15588701,Lai,592,France,Female,38,4,0.0,2,1,0,35338.96,0,0.0,0.10526315789473684,15.578947368421053
2359,15665438,Hs?,669,France,Male,43,1,163159.85,1,0,1,15602.8,0,10.457087830389419,0.023255813953488372,15.55813953488372
2360,15644896,Thompson,663,Germany,Male,32,3,108586.86,1,1,1,182355.21,0,0.5954689202463698,0.09375,20.71875
2361,15670205,Boyd,518,Germany,Female,41,5,110624.99,1,1,0,89327.67,0,1.2384179504514112,0.12195121951219512,12.634146341463415
2362,15635776,Trevisani,686,Germany,Female,43,5,154846.24,2,1,1,151903.6,0,1.0193717594579719,0.11627906976744186,15.953488372093023
2363,15791053,Lucciano,709,Germany,Male,45,4,122917.71,1,1,1,11.58,1,10614.655440414508,0.08888888888888889,15.755555555555556
2364,15644005,Holman,571,France,Female,33,9,0.0,2,0,1,77519.62,0,0.0,0.2727272727272727,17.303030303030305
2365,15796343,Bazhenov,707,France,Female,31,2,82787.93,2,0,0,91423.69,0,0.9055413317926676,0.06451612903225806,22.806451612903224
2366,15751057,Douglas,701,Germany,Male,32,5,102500.34,1,0,0,106287.77,0,0.9643662671631928,0.15625,21.90625
2367,15623430,Hill,672,France,Male,34,9,0.0,2,1,0,161800.77,0,0.0,0.2647058823529412,19.764705882352942
2368,15682600,Lo,620,Germany,Male,39,9,159492.79,1,1,0,80582.34,1,1.9792524019530833,0.23076923076923078,15.897435897435898
2369,15769312,Forbes,557,Spain,Male,48,10,0.0,2,1,1,185094.48,0,0.0,0.20833333333333334,11.604166666666666
2370,15708212,Lin,648,Spain,Female,54,7,118241.02,1,1,0,172586.89,1,0.6851100915023152,0.12962962962962962,12.0
2371,15650258,Sinclair,479,France,Female,35,2,113090.4,1,1,0,195649.79,0,0.578024642909149,0.05714285714285714,13.685714285714285
2372,15604345,Kemp,730,France,Female,22,9,65763.57,1,1,1,145792.01,0,0.4510780117511241,0.4090909090909091,33.18181818181818
2373,15578297,Ebelegbulam,737,Germany,Female,43,1,125537.38,1,1,0,138510.01,1,0.9063415705478615,0.023255813953488372,17.13953488372093
2374,15671789,Woods,616,France,Male,31,3,94263.91,2,1,0,168895.06,0,0.5581211789142916,0.0967741935483871,19.870967741935484
2375,15726186,Genovese,639,Spain,Male,29,4,133434.57,2,1,0,97983.44,0,1.3618073625502432,0.13793103448275862,22.03448275862069
2376,15764618,Tseng,815,Spain,Female,39,6,0.0,1,1,1,85167.88,0,0.0,0.15384615384615385,20.897435897435898
2377,15730738,Chiang,786,Spain,Male,31,9,0.0,2,1,1,18210.36,0,0.0,0.2903225806451613,25.35483870967742
2378,15637650,Williams,549,France,Male,50,9,94748.76,2,0,1,13608.18,0,6.962632769407811,0.18,10.98
2379,15606267,Wilson,622,France,Female,38,4,98640.74,1,1,1,110457.99,0,0.8930158877596813,0.10526315789473684,16.36842105263158
2380,15625904,Wang,624,France,Male,26,9,74681.9,2,0,0,31231.35,0,2.391247896744777,0.34615384615384615,24.0
